date,home_team,away_team,home_goals,away_goals,competition,season,b365h,b365d,b365a,psh,psd,psa
2023-02-26,Monaco,Nice,0.0,3.0,F1,2022-2023,2.0,3.6,3.6,2.06,3.65,3.78
2023-02-26,Marseille,Paris SG,0.0,3.0,F1,2022-2023,,,,,,
2023-02-26,Bayern Munich,Union Berlin,3.0,0.0,D1,2022-2023,,,,,,
2023-02-26,Clermont,Strasbourg,1.0,1.0,F1,2022-2023,2.55,3.2,2.88,2.65,3.24,2.98
2023-02-26,Clermont,Strasbourg,1.0,1.0,F1,2022-2023,2.55,3.2,2.88,2.65,3.24,2.98
2023-02-26,Lorient,Auxerre,0.0,1.0,F1,2022-2023,2.05,3.4,3.6,2.12,3.58,3.69
2023-02-26,Lorient,Auxerre,0.0,1.0,F1,2022-2023,2.05,3.4,3.6,2.12,3.58,3.69
2023-02-26,Freiburg,Leverkusen,1.0,1.0,D1,2022-2023,,,,,,
2023-02-26,Almeria,Barcelona,1.0,0.0,SP1,2022-2023,,,,,,
2023-02-26,Celta,Valladolid,3.0,0.0,SP1,2022-2023,,,,,,
2023-02-26,Ath Bilbao,Girona,2.0,3.0,SP1,2022-2023,,,,,,
2023-02-26,Tottenham,Chelsea,2.0,0.0,E0,2022-2023,,,,,,
2023-02-26,Nantes,Rennes,0.0,1.0,F1,2022-2023,3.5,3.3,2.15,3.56,3.41,2.23
2023-02-26,Nantes,Rennes,0.0,1.0,F1,2022-2023,3.5,3.3,2.15,3.56,3.41,2.23
2023-02-26,Ajaccio,Troyes,2.0,1.0,F1,2022-2023,2.2,3.1,3.5,2.29,3.23,3.62
2023-02-26,Ajaccio,Troyes,2.0,1.0,F1,2022-2023,2.2,3.1,3.5,2.29,3.23,3.62
2023-02-26,Sevilla,Osasuna,2.0,3.0,SP1,2022-2023,1.85,3.25,4.5,1.88,3.53,4.74
2023-02-26,Sevilla,Osasuna,2.0,3.0,SP1,2022-2023,1.85,3.25,4.5,1.88,3.53,4.74
2023-02-26,Milan,Atalanta,2.0,0.0,I1,2022-2023,,,,,,
2023-02-26,Udinese,Spezia,2.0,2.0,I1,2022-2023,1.62,3.8,5.75,1.68,3.91,5.09
2023-02-26,Udinese,Spezia,2.0,2.0,I1,2022-2023,1.62,3.8,5.75,1.68,3.91,5.09
2023-02-26,Salernitana,Monza,3.0,0.0,I1,2022-2023,3.6,3.3,2.05,3.61,3.39,2.11
2023-02-26,Salernitana,Monza,3.0,0.0,I1,2022-2023,3.6,3.3,2.05,3.61,3.39,2.11
2023-02-26,Bologna,Inter,1.0,0.0,I1,2022-2023,,,,,,
2023-02-27,Lazio,Sampdoria,1.0,0.0,I1,2022-2023,1.44,4.33,8.0,1.45,4.64,8.31
2023-02-27,Lazio,Sampdoria,1.0,0.0,I1,2022-2023,1.44,4.33,8.0,1.45,4.64,8.31
2023-02-27,Verona,Fiorentina,0.0,3.0,I1,2022-2023,,,,,,
2023-02-27,Villarreal,Getafe,2.0,1.0,SP1,2022-2023,1.67,3.6,5.75,1.7,3.68,6.1
2023-02-27,Villarreal,Getafe,2.0,1.0,SP1,2022-2023,1.67,3.6,5.75,1.7,3.68,6.1
2023-02-28,Cremonese,Roma,2.0,1.0,I1,2022-2023,,,,,,
2023-02-28,Juventus,Torino,4.0,2.0,I1,2022-2023,1.73,3.4,5.5,1.8,3.49,5.47
2023-02-28,Juventus,Torino,4.0,2.0,I1,2022-2023,1.73,3.4,5.5,1.8,3.49,5.47
2023-03-01,Arsenal,Everton,4.0,0.0,E0,2022-2023,,,,,,
2023-03-01,Liverpool,Wolves,2.0,0.0,E0,2022-2023,,,,,,
2023-03-03,Napoli,Lazio,0.0,1.0,I1,2022-2023,1.65,3.8,5.25,1.66,3.98,5.66
2023-03-03,Napoli,Lazio,0.0,1.0,I1,2022-2023,1.65,3.8,5.25,1.66,3.98,5.66
2023-03-03,Nice,Auxerre,1.0,1.0,F1,2022-2023,1.65,3.75,5.75,1.66,3.84,5.97
2023-03-03,Nice,Auxerre,1.0,1.0,F1,2022-2023,1.65,3.75,5.75,1.66,3.84,5.97
2023-03-03,Dortmund,RB Leipzig,2.0,1.0,D1,2022-2023,2.2,3.5,3.2,2.23,3.71,3.23
2023-03-03,Dortmund,RB Leipzig,2.0,1.0,D1,2022-2023,2.2,3.5,3.2,2.23,3.71,3.23
2023-03-03,Sociedad,Cadiz,0.0,0.0,SP1,2022-2023,,,,,,
2023-03-04,Bochum,Schalke 04,0.0,2.0,D1,2022-2023,,,,,,
2023-03-04,Augsburg,Werder Bremen,2.0,1.0,D1,2022-2023,,,,,,
2023-03-04,Getafe,Girona,3.0,2.0,SP1,2022-2023,2.75,3.0,2.8,2.84,2.95,2.97
2023-03-04,Getafe,Girona,3.0,2.0,SP1,2022-2023,2.75,3.0,2.8,2.84,2.95,2.97
2023-03-04,Paris SG,Nantes,4.0,2.0,F1,2022-2023,,,,,,
2023-03-04,Almeria,Villarreal,0.0,2.0,SP1,2022-2023,,,,,,
2023-03-04,Ath Madrid,Sevilla,6.0,1.0,SP1,2022-2023,,,,,,
2023-03-04,Lens,Lille,1.0,1.0,F1,2022-2023,2.38,3.3,3.0,2.41,3.45,3.1
2023-03-04,Lens,Lille,1.0,1.0,F1,2022-2023,2.38,3.3,3.0,2.41,3.45,3.1
2023-03-04,Mallorca,Elche,0.0,1.0,SP1,2022-2023,1.7,3.4,5.75,1.71,3.43,6.49
2023-03-04,Mallorca,Elche,0.0,1.0,SP1,2022-2023,1.7,3.4,5.75,1.71,3.43,6.49
2023-03-04,Monza,Empoli,2.0,1.0,I1,2022-2023,2.1,3.25,3.8,2.12,3.26,4.02
2023-03-04,Monza,Empoli,2.0,1.0,I1,2022-2023,2.1,3.25,3.8,2.12,3.26,4.02
2023-03-04,Union Berlin,FC Koln,0.0,0.0,D1,2022-2023,,,,,,
2023-03-04,Atalanta,Udinese,0.0,0.0,I1,2022-2023,1.62,4.0,5.5,1.68,4.16,5.12
2023-03-04,Atalanta,Udinese,0.0,0.0,I1,2022-2023,1.62,4.0,5.5,1.68,4.16,5.12
2023-03-04,Fiorentina,Milan,2.0,1.0,I1,2022-2023,,,,,,
2023-03-04,M'gladbach,Freiburg,0.0,0.0,D1,2022-2023,,,,,,
2023-03-04,Stuttgart,Bayern Munich,1.0,2.0,D1,2022-2023,,,,,,
2023-03-04,Man City,Newcastle,2.0,0.0,E0,2022-2023,,,,,,
2023-03-04,Arsenal,Bournemouth,3.0,2.0,E0,2022-2023,,,,,,
2023-03-04,Mainz,Hoffenheim,1.0,0.0,D1,2022-2023,,,,,,
2023-03-04,Brighton,West Ham,4.0,0.0,E0,2022-2023,,,,,,
2023-03-04,Chelsea,Leeds,1.0,0.0,E0,2022-2023,,,,,,
2023-03-04,Wolves,Tottenham,1.0,0.0,E0,2022-2023,,,,,,
2023-03-04,Southampton,Leicester,1.0,0.0,E0,2022-2023,,,,,,
2023-03-04,Aston Villa,Crystal Palace,1.0,0.0,E0,2022-2023,,,,,,
2023-03-05,Troyes,Monaco,2.0,2.0,F1,2022-2023,5.75,4.5,1.5,6.04,4.81,1.52
2023-03-05,Troyes,Monaco,2.0,2.0,F1,2022-2023,5.75,4.5,1.5,6.04,4.81,1.52
2023-03-05,Reims,Ajaccio,1.0,0.0,F1,2022-2023,1.62,3.8,6.0,1.6,3.97,6.51
2023-03-05,Reims,Ajaccio,1.0,0.0,F1,2022-2023,1.62,3.8,6.0,1.6,3.97,6.51
2023-03-05,Strasbourg,Brest,0.0,1.0,F1,2022-2023,2.0,3.25,4.2,2.02,3.3,4.32
2023-03-05,Strasbourg,Brest,0.0,1.0,F1,2022-2023,2.0,3.25,4.2,2.02,3.3,4.32
2023-03-05,Leverkusen,Hertha,4.0,1.0,D1,2022-2023,,,,,,
2023-03-05,Toulouse,Clermont,0.0,1.0,F1,2022-2023,1.75,3.75,4.75,1.81,3.85,4.6
2023-03-05,Toulouse,Clermont,0.0,1.0,F1,2022-2023,1.75,3.75,4.75,1.81,3.85,4.6
2023-03-05,Lyon,Lorient,0.0,0.0,F1,2022-2023,1.53,4.33,6.0,1.56,4.5,5.92
2023-03-05,Lyon,Lorient,0.0,0.0,F1,2022-2023,1.53,4.33,6.0,1.56,4.5,5.92
2023-03-05,Rennes,Marseille,0.0,1.0,F1,2022-2023,2.75,3.5,2.5,2.84,3.54,2.54
2023-03-05,Rennes,Marseille,0.0,1.0,F1,2022-2023,2.75,3.5,2.5,2.84,3.54,2.54
2023-03-05,Wolfsburg,Ein Frankfurt,2.0,2.0,D1,2022-2023,,,,,,
2023-03-05,Montpellier,Angers,5.0,0.0,F1,2022-2023,1.75,3.6,4.75,1.76,3.73,5.11
2023-03-05,Montpellier,Angers,5.0,0.0,F1,2022-2023,1.75,3.6,4.75,1.76,3.73,5.11
2023-03-05,Betis,Real Madrid,0.0,0.0,SP1,2022-2023,,,,,,
2023-03-05,Roma,Juventus,1.0,0.0,I1,2022-2023,,,,,,
2023-03-05,Spezia,Verona,0.0,0.0,I1,2022-2023,,,,,,
2023-03-05,Sampdoria,Salernitana,0.0,0.0,I1,2022-2023,2.3,3.25,3.2,2.36,3.3,3.32
2023-03-05,Sampdoria,Salernitana,0.0,0.0,I1,2022-2023,2.3,3.25,3.2,2.36,3.3,3.32
2023-03-05,Inter,Lecce,2.0,0.0,I1,2022-2023,,,,,,
2023-03-05,Nott'm Forest,Everton,2.0,2.0,E0,2022-2023,,,,,,
2023-03-05,Liverpool,Man United,7.0,0.0,E0,2022-2023,,,,,,
2023-03-05,Vallecano,Ath Bilbao,0.0,0.0,SP1,2022-2023,,,,,,
2023-03-05,Barcelona,Valencia,1.0,0.0,SP1,2022-2023,1.53,4.5,5.75,1.53,4.42,6.57
2023-03-05,Barcelona,Valencia,1.0,0.0,SP1,2022-2023,1.53,4.5,5.75,1.53,4.42,6.57
2023-03-05,Valladolid,Espanol,2.0,1.0,SP1,2022-2023,2.5,3.2,2.88,2.59,3.24,3.0
2023-03-05,Valladolid,Espanol,2.0,1.0,SP1,2022-2023,2.5,3.2,2.88,2.59,3.24,3.0
2023-03-06,Torino,Bologna,1.0,0.0,I1,2022-2023,2.4,2.9,3.4,2.39,3.02,3.59
2023-03-06,Torino,Bologna,1.0,0.0,I1,2022-2023,2.4,2.9,3.4,2.39,3.02,3.59
2023-03-06,Sassuolo,Cremonese,3.0,2.0,I1,2022-2023,1.8,3.6,4.5,1.88,3.7,4.42
2023-03-06,Sassuolo,Cremonese,3.0,2.0,I1,2022-2023,1.8,3.6,4.5,1.88,3.7,4.42
2023-03-06,Brentford,Fulham,3.0,2.0,E0,2022-2023,,,,,,
2023-03-06,Osasuna,Celta,0.0,0.0,SP1,2022-2023,,,,,,
2023-03-10,Spezia,Inter,2.0,1.0,I1,2022-2023,,,,,,
2023-03-10,Cadiz,Getafe,2.0,2.0,SP1,2022-2023,,,,,,
2023-03-10,Lille,Lyon,3.0,3.0,F1,2022-2023,1.85,3.75,4.0,1.94,3.85,4.02
2023-03-10,Lille,Lyon,3.0,3.0,F1,2022-2023,1.85,3.75,4.0,1.94,3.85,4.02
2023-03-10,FC Koln,Bochum,0.0,2.0,D1,2022-2023,,,,,,
2023-03-11,RB Leipzig,M'gladbach,3.0,0.0,D1,2022-2023,,,,,,
2023-03-11,Elche,Valladolid,1.0,1.0,SP1,2022-2023,2.7,3.3,2.7,2.72,3.35,2.77
2023-03-11,Elche,Valladolid,1.0,1.0,SP1,2022-2023,2.7,3.3,2.7,2.72,3.35,2.77
2023-03-11,Empoli,Udinese,0.0,1.0,I1,2022-2023,3.0,3.25,2.4,3.13,3.28,2.48
2023-03-11,Empoli,Udinese,0.0,1.0,I1,2022-2023,3.0,3.25,2.4,3.13,3.28,2.48
2023-03-11,Napoli,Atalanta,2.0,0.0,I1,2022-2023,1.67,4.0,5.0,1.7,4.05,5.13
2023-03-11,Napoli,Atalanta,2.0,0.0,I1,2022-2023,1.67,4.0,5.0,1.7,4.05,5.13
2023-03-11,Bologna,Lazio,0.0,0.0,I1,2022-2023,3.1,3.1,2.38,3.13,3.22,2.52
2023-03-11,Bologna,Lazio,0.0,0.0,I1,2022-2023,3.1,3.1,2.38,3.13,3.22,2.52
2023-03-11,Hertha,Mainz,1.0,1.0,D1,2022-2023,,,,,,
2023-03-11,Auxerre,Rennes,0.0,0.0,F1,2022-2023,4.0,3.4,1.95,4.02,3.49,2.03
2023-03-11,Auxerre,Rennes,0.0,0.0,F1,2022-2023,4.0,3.4,1.95,4.02,3.49,2.03
2023-03-11,Real Madrid,Espanol,3.0,1.0,SP1,2022-2023,1.25,6.5,9.5,1.27,6.17,11.72
2023-03-11,Real Madrid,Espanol,3.0,1.0,SP1,2022-2023,1.25,6.5,9.5,1.27,6.17,11.72
2023-03-11,Valencia,Osasuna,1.0,0.0,SP1,2022-2023,2.1,3.2,3.8,2.12,3.24,4.04
2023-03-11,Valencia,Osasuna,1.0,0.0,SP1,2022-2023,2.1,3.2,3.8,2.12,3.24,4.04
2023-03-11,Schalke 04,Dortmund,2.0,2.0,D1,2022-2023,,,,,,
2023-03-11,Brest,Paris SG,1.0,2.0,F1,2022-2023,,,,,,
2023-03-11,Celta,Vallecano,3.0,0.0,SP1,2022-2023,,,,,,
2023-03-11,Ein Frankfurt,Stuttgart,1.0,1.0,D1,2022-2023,,,,,,
2023-03-11,Tottenham,Nott'm Forest,3.0,1.0,E0,2022-2023,,,,,,
2023-03-11,Crystal Palace,Man City,0.0,1.0,E0,2022-2023,,,,,,
2023-03-11,Leeds,Brighton,2.0,2.0,E0,2022-2023,,,,,,
2023-03-11,Everton,Brentford,1.0,0.0,E0,2022-2023,,,,,,
2023-03-11,Bournemouth,Liverpool,1.0,0.0,E0,2022-2023,,,,,,
2023-03-11,Bayern Munich,Augsburg,5.0,3.0,D1,2022-2023,1.13,9.0,19.0,1.14,10.07,16.64
2023-03-11,Bayern Munich,Augsburg,5.0,3.0,D1,2022-2023,1.13,9.0,19.0,1.14,10.07,16.64
2023-03-11,Leicester,Chelsea,1.0,3.0,E0,2022-2023,,,,,,
2023-03-12,Ajaccio,Montpellier,0.0,1.0,F1,2022-2023,3.0,3.2,2.5,3.06,3.21,2.57
2023-03-12,Ajaccio,Montpellier,0.0,1.0,F1,2022-2023,3.0,3.2,2.5,3.06,3.21,2.57
2023-03-12,Marseille,Strasbourg,2.0,2.0,F1,2022-2023,1.4,4.75,8.0,1.41,4.95,8.26
2023-03-12,Marseille,Strasbourg,2.0,2.0,F1,2022-2023,1.4,4.75,8.0,1.41,4.95,8.26
2023-03-12,Lorient,Troyes,2.0,0.0,F1,2022-2023,1.73,3.75,4.75,1.79,3.89,4.7
2023-03-12,Lorient,Troyes,2.0,0.0,F1,2022-2023,1.73,3.75,4.75,1.79,3.89,4.7
2023-03-12,Juventus,Sampdoria,4.0,2.0,I1,2022-2023,1.33,4.75,10.0,1.36,4.99,10.48
2023-03-12,Juventus,Sampdoria,4.0,2.0,I1,2022-2023,1.33,4.75,10.0,1.36,4.99,10.48
2023-03-12,Roma,Sassuolo,3.0,4.0,I1,2022-2023,,,,,,
2023-03-12,Verona,Monza,1.0,1.0,I1,2022-2023,,,,,,
2023-03-12,Cremonese,Fiorentina,0.0,2.0,I1,2022-2023,4.33,3.6,1.85,4.53,3.59,1.88
2023-03-12,Cremonese,Fiorentina,0.0,2.0,I1,2022-2023,4.33,3.6,1.85,4.53,3.59,1.88
2023-03-12,Lecce,Torino,0.0,2.0,I1,2022-2023,3.0,3.0,2.63,3.01,3.06,2.72
2023-03-12,Lecce,Torino,0.0,2.0,I1,2022-2023,3.0,3.0,2.63,3.01,3.06,2.72
2023-03-12,Angers,Toulouse,0.0,2.0,F1,2022-2023,3.8,3.6,1.95,3.8,3.75,2.01
2023-03-12,Angers,Toulouse,0.0,2.0,F1,2022-2023,3.8,3.6,1.95,3.8,3.75,2.01
2023-03-12,Wolfsburg,Union Berlin,1.0,1.0,D1,2022-2023,,,,,,
2023-03-12,Monaco,Reims,0.0,1.0,F1,2022-2023,1.8,3.75,4.33,1.85,3.88,4.34
2023-03-12,Monaco,Reims,0.0,1.0,F1,2022-2023,1.8,3.75,4.33,1.85,3.88,4.34
2023-03-12,Werder Bremen,Leverkusen,2.0,3.0,D1,2022-2023,,,,,,
2023-03-12,Clermont,Lens,0.0,4.0,F1,2022-2023,4.75,3.4,1.83,4.85,3.56,1.84
2023-03-12,Clermont,Lens,0.0,4.0,F1,2022-2023,4.75,3.4,1.83,4.85,3.56,1.84
2023-03-12,Mallorca,Sociedad,1.0,1.0,SP1,2022-2023,3.5,2.9,2.38,3.68,2.92,2.42
2023-03-12,Mallorca,Sociedad,1.0,1.0,SP1,2022-2023,3.5,2.9,2.38,3.68,2.92,2.42
2023-03-12,Fulham,Arsenal,0.0,3.0,E0,2022-2023,,,,,,
2023-03-12,Sevilla,Almeria,2.0,1.0,SP1,2022-2023,,,,,,
2023-03-12,Villarreal,Betis,1.0,1.0,SP1,2022-2023,,,,,,
2023-03-12,Ath Bilbao,Barcelona,0.0,1.0,SP1,2022-2023,,,,,,
2023-03-12,Man United,Southampton,0.0,0.0,E0,2022-2023,,,,,,
2023-03-12,West Ham,Aston Villa,1.0,1.0,E0,2022-2023,,,,,,
2023-03-12,Newcastle,Wolves,2.0,1.0,E0,2022-2023,,,,,,
2023-03-12,Freiburg,Hoffenheim,2.0,1.0,D1,2022-2023,1.91,3.6,4.0,1.93,3.71,4.1
2023-03-12,Freiburg,Hoffenheim,2.0,1.0,D1,2022-2023,1.91,3.6,4.0,1.93,3.71,4.1
2023-03-12,Nantes,Nice,2.0,2.0,F1,2022-2023,3.0,3.2,2.5,3.02,3.21,2.6
2023-03-12,Nantes,Nice,2.0,2.0,F1,2022-2023,3.0,3.2,2.5,3.02,3.21,2.6
2023-03-13,Girona,Ath Madrid,0.0,1.0,SP1,2022-2023,,,,,,
2023-03-13,Milan,Salernitana,1.0,1.0,I1,2022-2023,,,,,,
2023-03-15,Brighton,Crystal Palace,1.0,0.0,E0,2022-2023,,,,,,
2023-03-15,Southampton,Brentford,0.0,2.0,E0,2022-2023,,,,,,
2023-03-17,Lyon,Nantes,1.0,1.0,F1,2022-2023,1.6,4.0,5.75,1.63,4.17,5.86
2023-03-17,Lyon,Nantes,1.0,1.0,F1,2022-2023,1.6,4.0,5.75,1.63,4.17,5.86
2023-03-17,M'gladbach,Werder Bremen,2.0,2.0,D1,2022-2023,,,,,,
2023-03-17,Nott'm Forest,Newcastle,1.0,2.0,E0,2022-2023,,,,,,
2023-03-17,Valladolid,Ath Bilbao,1.0,3.0,SP1,2022-2023,,,,,,
2023-03-17,Sassuolo,Spezia,1.0,0.0,I1,2022-2023,1.7,3.75,4.5,1.83,3.87,4.6
2023-03-17,Sassuolo,Spezia,1.0,0.0,I1,2022-2023,1.7,3.75,4.5,1.83,3.87,4.6
2023-03-17,Atalanta,Empoli,2.0,1.0,I1,2022-2023,1.4,4.5,7.5,1.44,5.01,7.71
2023-03-17,Atalanta,Empoli,2.0,1.0,I1,2022-2023,1.4,4.5,7.5,1.44,5.01,7.71
2023-03-18,Espanol,Celta,1.0,3.0,SP1,2022-2023,,,,,,
2023-03-18,Augsburg,Schalke 04,1.0,1.0,D1,2022-2023,,,,,,
2023-03-18,Ath Madrid,Valencia,3.0,0.0,SP1,2022-2023,,,,,,
2023-03-18,Bochum,RB Leipzig,1.0,0.0,D1,2022-2023,5.5,4.33,1.55,5.93,4.45,1.57
2023-03-18,Bochum,RB Leipzig,1.0,0.0,D1,2022-2023,5.5,4.33,1.55,5.93,4.45,1.57
2023-03-18,Hoffenheim,Hertha,3.0,1.0,D1,2022-2023,,,,,,
2023-03-18,Lens,Angers,3.0,0.0,F1,2022-2023,1.25,6.0,11.0,1.25,6.3,13.18
2023-03-18,Lens,Angers,3.0,0.0,F1,2022-2023,1.25,6.0,11.0,1.25,6.3,13.18
2023-03-18,Monza,Cremonese,1.0,1.0,I1,2022-2023,1.8,3.5,4.5,1.85,3.67,4.63
2023-03-18,Monza,Cremonese,1.0,1.0,I1,2022-2023,1.8,3.5,4.5,1.85,3.67,4.63
2023-03-18,Salernitana,Bologna,2.0,2.0,I1,2022-2023,3.4,3.25,2.2,3.56,3.31,2.24
2023-03-18,Salernitana,Bologna,2.0,2.0,I1,2022-2023,3.4,3.25,2.2,3.56,3.31,2.24
2023-03-18,Udinese,Milan,3.0,1.0,I1,2022-2023,,,,,,
2023-03-18,Aston Villa,Bournemouth,3.0,0.0,E0,2022-2023,,,,,,
2023-03-18,Stuttgart,Wolfsburg,0.0,1.0,D1,2022-2023,,,,,,
2023-03-18,Dortmund,FC Koln,6.0,1.0,D1,2022-2023,,,,,,
2023-03-18,Toulouse,Lille,0.0,2.0,F1,2022-2023,3.3,3.5,2.2,3.29,3.7,2.2
2023-03-18,Toulouse,Lille,0.0,2.0,F1,2022-2023,3.3,3.5,2.2,3.29,3.7,2.2
2023-03-18,Vallecano,Girona,2.0,2.0,SP1,2022-2023,2.0,3.4,3.8,2.11,3.44,3.79
2023-03-18,Vallecano,Girona,2.0,2.0,SP1,2022-2023,2.0,3.4,3.8,2.11,3.44,3.79
2023-03-18,Almeria,Cadiz,1.0,1.0,SP1,2022-2023,,,,,,
2023-03-18,Chelsea,Everton,2.0,2.0,E0,2022-2023,,,,,,
2023-03-18,Wolves,Leeds,2.0,4.0,E0,2022-2023,,,,,,
2023-03-18,Brentford,Leicester,1.0,1.0,E0,2022-2023,,,,,,
2023-03-18,Southampton,Tottenham,3.0,3.0,E0,2022-2023,,,,,,
2023-03-19,Leverkusen,Bayern Munich,2.0,1.0,D1,2022-2023,,,,,,
2023-03-19,Getafe,Sevilla,2.0,0.0,SP1,2022-2023,2.9,3.1,2.5,3.04,3.07,2.69
2023-03-19,Getafe,Sevilla,2.0,0.0,SP1,2022-2023,2.9,3.1,2.5,3.04,3.07,2.69
2023-03-19,Sociedad,Elche,2.0,0.0,SP1,2022-2023,1.4,4.75,8.5,1.41,4.67,9.19
2023-03-19,Sociedad,Elche,2.0,0.0,SP1,2022-2023,1.4,4.75,8.5,1.41,4.67,9.19
2023-03-19,Osasuna,Villarreal,0.0,3.0,SP1,2022-2023,3.0,3.1,2.45,3.2,3.25,2.46
2023-03-19,Osasuna,Villarreal,0.0,3.0,SP1,2022-2023,3.0,3.1,2.45,3.2,3.25,2.46
2023-03-19,Inter,Juventus,0.0,1.0,I1,2022-2023,,,,,,
2023-03-19,Lazio,Roma,1.0,0.0,I1,2022-2023,,,,,,
2023-03-19,Torino,Napoli,0.0,4.0,I1,2022-2023,4.33,3.6,1.75,5.12,3.53,1.81
2023-03-19,Torino,Napoli,0.0,4.0,I1,2022-2023,4.33,3.6,1.75,5.12,3.53,1.81
2023-03-19,Betis,Mallorca,1.0,0.0,SP1,2022-2023,,,,,,
2023-03-19,Union Berlin,Ein Frankfurt,2.0,0.0,D1,2022-2023,,,,,,
2023-03-19,Paris SG,Rennes,0.0,2.0,F1,2022-2023,,,,,,
2023-03-19,Reims,Marseille,1.0,2.0,F1,2022-2023,3.0,3.3,2.4,3.03,3.57,2.4
2023-03-19,Reims,Marseille,1.0,2.0,F1,2022-2023,3.0,3.3,2.4,3.03,3.57,2.4
2023-03-19,Strasbourg,Auxerre,2.0,0.0,F1,2022-2023,1.91,3.4,4.0,2.05,3.43,4.03
2023-03-19,Strasbourg,Auxerre,2.0,0.0,F1,2022-2023,1.91,3.4,4.0,2.05,3.43,4.03
2023-03-19,Nice,Lorient,1.0,1.0,F1,2022-2023,1.62,3.8,5.25,1.71,3.91,5.27
2023-03-19,Nice,Lorient,1.0,1.0,F1,2022-2023,1.62,3.8,5.25,1.71,3.91,5.27
2023-03-19,Mainz,Freiburg,1.0,1.0,D1,2022-2023,,,,,,
2023-03-19,Montpellier,Clermont,2.0,1.0,F1,2022-2023,1.83,3.5,4.33,1.88,3.64,4.46
2023-03-19,Montpellier,Clermont,2.0,1.0,F1,2022-2023,1.83,3.5,4.33,1.88,3.64,4.46
2023-03-19,Ajaccio,Monaco,0.0,2.0,F1,2022-2023,5.25,3.5,1.7,5.56,3.81,1.7
2023-03-19,Ajaccio,Monaco,0.0,2.0,F1,2022-2023,5.25,3.5,1.7,5.56,3.81,1.7
2023-03-19,Barcelona,Real Madrid,2.0,1.0,SP1,2022-2023,2.15,3.5,3.25,2.25,3.56,3.31
2023-03-19,Barcelona,Real Madrid,2.0,1.0,SP1,2022-2023,2.15,3.5,3.25,2.25,3.56,3.31
2023-03-19,Fiorentina,Lecce,1.0,0.0,I1,2022-2023,1.6,3.75,5.75,1.64,3.88,6.19
2023-03-19,Fiorentina,Lecce,1.0,0.0,I1,2022-2023,1.6,3.75,5.75,1.64,3.88,6.19
2023-03-19,Arsenal,Crystal Palace,4.0,1.0,E0,2022-2023,,,,,,
2023-03-19,Sampdoria,Verona,3.0,1.0,I1,2022-2023,,,,,,
2023-03-19,Troyes,Brest,2.0,2.0,F1,2022-2023,2.8,3.3,2.45,2.94,3.42,2.53
2023-03-19,Troyes,Brest,2.0,2.0,F1,2022-2023,2.8,3.3,2.45,2.94,3.42,2.53
2023-03-31,Ein Frankfurt,Bochum,1.0,1.0,D1,2022-2023,,,,,,
2023-03-31,Mallorca,Osasuna,0.0,0.0,SP1,2022-2023,2.2,2.9,3.9,2.26,2.87,4.21
2023-03-31,Mallorca,Osasuna,0.0,0.0,SP1,2022-2023,2.2,2.9,3.9,2.26,2.87,4.21
2023-03-31,Marseille,Montpellier,1.0,1.0,F1,2022-2023,1.45,4.33,6.5,1.48,4.71,6.95
2023-03-31,Marseille,Montpellier,1.0,1.0,F1,2022-2023,1.45,4.33,6.5,1.48,4.71,6.95
2023-04-01,Bournemouth,Fulham,2.0,1.0,E0,2022-2023,,,,,,
2023-04-01,Ath Bilbao,Getafe,0.0,0.0,SP1,2022-2023,,,,,,
2023-04-01,Man City,Liverpool,4.0,1.0,E0,2022-2023,,,,,,
2023-04-01,Girona,Espanol,2.0,1.0,SP1,2022-2023,1.91,3.3,4.33,1.94,3.5,4.38
2023-04-01,Girona,Espanol,2.0,1.0,SP1,2022-2023,1.91,3.3,4.33,1.94,3.5,4.38
2023-04-01,Rennes,Lens,0.0,1.0,F1,2022-2023,2.55,3.4,2.75,2.65,3.34,2.85
2023-04-01,Rennes,Lens,0.0,1.0,F1,2022-2023,2.55,3.4,2.75,2.65,3.34,2.85
2023-04-01,Brighton,Brentford,3.0,3.0,E0,2022-2023,,,,,,
2023-04-01,Auxerre,Troyes,1.0,0.0,F1,2022-2023,1.85,3.6,4.2,1.9,3.6,4.45
2023-04-01,Auxerre,Troyes,1.0,0.0,F1,2022-2023,1.85,3.6,4.2,1.9,3.6,4.45
2023-04-01,Arsenal,Leeds,4.0,1.0,E0,2022-2023,,,,,,
2023-04-01,Chelsea,Aston Villa,0.0,2.0,E0,2022-2023,,,,,,
2023-04-01,Juventus,Verona,1.0,0.0,I1,2022-2023,,,,,,
2023-04-01,Bayern Munich,Dortmund,4.0,2.0,D1,2022-2023,1.45,5.0,6.0,1.51,5.26,5.62
2023-04-01,Bayern Munich,Dortmund,4.0,2.0,D1,2022-2023,1.45,5.0,6.0,1.51,5.26,5.62
2023-04-01,Wolfsburg,Augsburg,2.0,2.0,D1,2022-2023,,,,,,
2023-04-01,Union Berlin,Stuttgart,3.0,0.0,D1,2022-2023,,,,,,
2023-04-01,Schalke 04,Leverkusen,0.0,3.0,D1,2022-2023,,,,,,
2023-04-01,RB Leipzig,Mainz,0.0,3.0,D1,2022-2023,,,,,,
2023-04-01,Freiburg,Hertha,1.0,1.0,D1,2022-2023,,,,,,
2023-04-01,Nott'm Forest,Wolves,1.0,1.0,E0,2022-2023,,,,,,
